Supermercado,Fecha_extraccion,Categoria,Articulo,Precio,id,Nombre_Extraido,Detalle_Extraido,Marca_Extraida,Cantidad_Extraida
IBERIA,03-09-2025 18:12:21,Abarrotes,LECHUGA REPOLLADA LB,44.0,878,LECHUGA REPOLLADA,,,LB
IBERIA,03-09-2025 18:46:13,Abarrotes,ORIENTE AJO EN POLVO FCO 85 GRS,100.0,1130,Ajo en polvo,,ORIENTE,85 grs
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA SALSA DE TOMATE 29 OZ,165.0,627,Salsa de tomate,,GOYA,29 oz
IBERIA,03-09-2025 17:27:16,Abarrotes,FIDEOS CORTADOS RICO 350 GR,31.0,438,FIDEOS CORTADOS,,Rico,350 GR
IBERIA,03-09-2025 18:12:21,Abarrotes,LENTEJAS DON RODRIGO 800 GRS,145.0,879,Lentejas,,Don Rodrigo,800 grs
IBERIA,03-09-2025 17:49:52,Abarrotes,HATUEY GALLETA DE SODA 10PACK/315G,100.0,690,Galleta de Soda,,HATUEY,10 pack/315g
IBERIA,03-09-2025 18:46:13,Abarrotes,ORIENTE ALBAHACA MOLIDA FCO 60GRS 1/12,95.0,1131,Albahaca molido,,Oriente,60 gramos
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA SALSA DE TOMATE 8 OZ,47.0,628,Salsa de tomate,,Goya,8 oz
IBERIA,03-09-2025 17:27:16,Abarrotes,FIDEOS N0 VERMICELLI GALLO 450RG,110.0,439,Vermicelli,Fideos,Gallo,450g
IBERIA,03-09-2025 17:49:52,Abarrotes,HATUEY GALLETA SODA SALTINA 20UD,165.0,691,Galleta Soda Saltina,,HATUEY,20 UD
IBERIA,03-09-2025 18:12:21,Abarrotes,LEO MANASUL ADELGAZANTE 10 SOB.,100.0,880,MANASUL ADELGAZANTE,,LEO,10 SOB.
IBERIA,03-09-2025 18:46:13,Abarrotes,ORIENTE BICARBONATO FCO 200 GRS,70.0,1132,Bicarbonato de sodio,,ORIENTE,200 grs
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM TUNA EN ACEITE 5 OZ,115.0,125,TUNA,En aceite,BALDOM,5 OZ
IBERIA,03-09-2025 18:57:32,Abarrotes,QUAKER STILA MORA BOX 144G,110.0,1259,STILA MORA,,QUAKER,144g
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM TUNA EN AGUA 5 OZ,115.0,126,TUNA,En agua,BALDOM,5 oz
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA FLOR DE MANZANILLA FRASCO 40,130.0,314,FLOR DE MANZANILLA,,DE PRIMERA,40
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA HINOJO EN FRASCO 47GR,75.0,315,Hinojo,En frasco,DE PRIMERA,47gr
IBERIA,03-09-2025 19:31:18,Abarrotes,VICTORINA VINAGRE DORADO 24/16ONZ,32.0,1511,VINAGRE DORADO,,VICTORINA,24/16ONZ
IBERIA,03-09-2025 19:31:18,Abarrotes,VIGILANTE BERBERECHOS AL NATURAL 115GR #,355.0,1512,Berberechos al natural,,Vigilante,115 gr
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM VINAGRE BLANCO RANCHERO 16 OZ,38.0,127,VINAGRE BLANCO RANCHERO,,BALDOM,16 OZ
IBERIA,03-09-2025 18:57:32,Abarrotes,QUALA CRIOLLITO DO 24X48 R/003503,360.0,1260,CRIOLLITO,DO 24X48 R/003503,QUALA,
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA JABON DE CUABA 1GL,200.0,316,JABON DE CUABA,,DE PRIMERA,1GL
IBERIA,03-09-2025 18:57:32,Abarrotes,QUALA CRIOLLITO DO 6X24X10 R/003504,75.0,1261,CRIOLLITO,DO 6X24X10,QUALA,no especificada
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM VINAGRE RANCHERO AMBAR 16OZ,37.0,128,VINAGRE RANCHERO AMBAR,,BALDOM,16OZ
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA JENJIBRE EN POLVO FRASCO 57 G,110.0,317,Jenjibre en polvo,,DE PRIMERA,57 g
IBERIA,03-09-2025 19:31:18,Abarrotes,VIGILANTE PULPO AL AJILLO EN SALSA PICAN,380.0,1513,Pulpo al ajillo en salsa pican,,Vigilante,
IBERIA,03-09-2025 18:57:32,Abarrotes,QUALA CRIOLLITO DO 6X24X6 R/003501,49.0,1262,CRIOLLITO,DO 6X24X6 R/003501,QUALA,
IBERIA,03-09-2025 18:57:32,Abarrotes,QUINOA ORGANICA 8OZ,245.0,1263,Quinoa Orgánica,,,8 Oz
IBERIA,03-09-2025 19:31:18,Abarrotes,VIGILANTE SARDINAS EN ACEITE DE OLIVA 12,110.0,1514,SARDINAS EN ACEITE DE OLIVA,,VIGILANTE,12
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM VINAGRE RANCHERO AMBAR 52 OZ.,105.0,129,VINAGRE RANCHERO AMBAR,,BALDOM,52 OZ
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA LAVANDA 13GR,61.0,318,Lavanda,,DE PRIMERA,13gr
IBERIA,03-09-2025 18:57:32,Abarrotes,RAGU SALSA DE HONGOS 23.9 OZ,200.0,1264,Salsa de Hongos,,Ragu,23.9 Oz
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM VINAGRE RANCHERO BLANCO 52 OZ.,100.0,130,VINAGRE RANCHERO,BLANCO,BALDOM,52 OZ
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA MALAGUETA FRASCO 46 GR,56.0,319,MALAGUETA,"DE PRIMERA, FRASCO",,46 GR
IBERIA,03-09-2025 19:31:18,Abarrotes,VIGILANTE SARDINAS EN ACEITE VEGETAL 120,90.0,1515,SARDINAS EN ACEITE VEGETAL,VIGILANTE,VIGILANTE,120
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA NUEZ MOSCADA FRASCO 57 GR,95.0,320,Nuez Moscada,,DE PRIMERA,57 gr
IBERIA,03-09-2025 19:31:18,Abarrotes,VINAGRE NATURAL CONSTANZA 32 OZ,51.0,1516,VINAGRE NATURAL,CONSTANZA,Constanza,32 Oz
IBERIA,03-09-2025 16:53:25,Abarrotes,BARRLLA PESTO ROSSO 12/200GR,250.0,131,Pesto Rosso,,BARRLA,200GR
IBERIA,03-09-2025 18:57:32,Abarrotes,RAGU SALSA HONGOS Y PIM. VERDES 24 OZ,160.0,1265,Salsa de Hongos y Pimientos Verdes,,Ragu,24 oz
IBERIA,03-09-2025 19:31:18,Abarrotes,VINO AZABACHE TEMPRANILLO RIOJA 75CL,350.0,1517,VINO AZABACHE TEMPRANILLO RIOJA,"Tempranillo, Rioja",Azabache,75cl
IBERIA,03-09-2025 16:53:25,Abarrotes,BATATA LB,28.0,132,BATATA,,,LB
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA OREGANO FRASCO 60 GR.,75.0,321,Oregano,,DE PRIMERA,60 gr
IBERIA,03-09-2025 18:57:32,Abarrotes,RAGU SALSA ROASTED GARLIC 24 OZ,250.0,1266,Salsa Roasted Garlic,,Ragu,24 oz
IBERIA,03-09-2025 16:53:25,Abarrotes,BAYGON VERDE 400 ML,245.0,133,BAYGON,VERDE,BAYGON,400 ML
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA OREGANO MOLIDO FINO FRASCO 16,135.0,322,Oregano Molido Fino,,DE PRIMERA,16 frasco
IBERIA,03-09-2025 18:57:32,Abarrotes,RAGU SALSA SABOR A CARNE 26 OZ,245.0,1267,Salsa Ragu,sabor a carne,Ragu,26 oz
IBERIA,03-09-2025 19:31:18,Abarrotes,VINO CABERNET SAUVIGNON PUERTO MADERO 11,225.0,1518,CABERNET SAUVIGNON,PUERTO MADERO 11,,
IBERIA,03-09-2025 19:31:18,Abarrotes,VINO CONDE DE MONTERROSO BLANCO 750ML,250.0,1519,Conde de Monterrosso Blanco,,Conde de Monterrosso,750ml
IBERIA,03-09-2025 16:53:25,Abarrotes,BC FROSTINGS R Y C CHOCOLATE 16 OZ REF.,340.0,134,FROSTINGS R Y C CHOCOLATE,,BC,16 OZ
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA PIMENTON DULCE EN POLVO 59GR,90.0,323,Pimentón dulce,en polvo,DE PRIMERA,59gr
IBERIA,03-09-2025 18:57:32,Abarrotes,RAGU SALSA SUPER HONGOS 26 OZ,200.0,1268,Salsa,con hongos,Ragu,26 oz
IBERIA,03-09-2025 19:31:18,Abarrotes,VINO CRIANZA RIOJA AZABACHE 75 CL,615.0,1520,VINO CRIANZA RIOJA,"AZABACHE, Crianza",Azabache,75 cl
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA PIMIENTA NEGRA EN FRASCO 57GR,75.0,324,Pimienta Negra,En frasco,DE PRIMERA,57gr
IBERIA,03-09-2025 18:57:32,Abarrotes,RAVIOLI CON CARNE BOYARDDE 15 OZ,140.0,1269,Ravioli con Carne,,Boyardd,15 oz
IBERIA,03-09-2025 16:53:25,Abarrotes,BC FROSTINGS R Y C VANILLA 16 OZ REF. 10,305.0,135,FROSTINGS R Y C VANILLA,No se proporcionan características específicas en la descripción.,BC,16 OZ
IBERIA,03-09-2025 16:53:25,Abarrotes,BC SUPER MOIST LEMON CAKE 15.25 OZ,185.0,136,SUPER MOIST LEMON CAKE,,BC,15.25 OZ
IBERIA,03-09-2025 19:31:18,Abarrotes,VINO RESERVA RIOJA AZABACHE 75 CL,795.0,1521,VINO RESERVA RIOJA,"AZABACHE, RESERVA",AZABACHE,75 CL
IBERIA,03-09-2025 17:16:03,Abarrotes,DEL CESAR CODITOS 400 GR,36.0,325,CODITOS,DEL CESAR,DEL CESAR,400 GR
IBERIA,03-09-2025 19:31:18,Abarrotes,VIRGIN NATURE HARINA DE COCO 12 OZ,190.0,1522,HARINA DE COCO,,VIRGIN NATURE,12 OZ
IBERIA,03-09-2025 16:53:25,Abarrotes,BC SUPER MOIST RAINBOW CHIP CAKE 15.25 OZ,175.0,137,SUPER MOIST RAINBOW CHIP CAKE,,BC,15.25 OZ
IBERIA,03-09-2025 17:16:03,Abarrotes,DEL CESAR ESPIRALES 400 GR,35.0,326,ESPIRALES,,DEL CESAR,400 GR
IBERIA,03-09-2025 18:57:32,Abarrotes,RAVIOLI MINI CHEF BOYARDEE 15 OZ,140.0,1270,RAVIOLI MINI,,ERROR,
IBERIA,03-09-2025 19:31:18,Abarrotes,VIRGIN NATURE PROTEINA WHEY 12 OZ,985.0,1523,PROTEINA WHEY,,VIRGIN NATURE,12 OZ
IBERIA,03-09-2025 18:57:32,Abarrotes,RED ROCK FRAMBUESA REFRESCO 2 L,70.0,1271,REFRESCO,Frambuesa,RED ROCK,2 L
IBERIA,03-09-2025 16:53:25,Abarrotes,BC SUPERMOIST CARROT CAKE 15.25 OZ REF.,185.0,138,SUPERMOIST CARROT CAKE,,BC,15.25 OZ
IBERIA,03-09-2025 17:16:03,Abarrotes,DEL CESAR FIDEOS GRUESOS 350GR,34.0,327,Fideos Gruesos,,DEL CESAR,350gr
IBERIA,03-09-2025 19:31:18,Abarrotes,VIVE 100 AMARILLO 300ML,40.0,1524,VIVE,100 AMARILLO,,300ml
IBERIA,03-09-2025 18:57:32,Abarrotes,RED ROCK MANZANA VERDE 12/450 ML,20.0,1272,MANZANA VERDE,,RED ROCK,12/450 ML
IBERIA,03-09-2025 16:53:25,Abarrotes,BC SUPERMOIST FRENCH VAINILLA CAKE 15.25,165.0,139,SUPERMOIST FRENCH VAINILLA CAKE,,BC,15.25
IBERIA,03-09-2025 18:57:32,Abarrotes,RED ROCK MANZANA VERDE 2 LITRO,65.0,1273,MANZANA VERDE,,RED ROCK,2 LITRO
IBERIA,03-09-2025 17:16:03,Abarrotes,DEL CESAR MOSTACHOLIS 20/400 GR,36.0,328,MOSTACHOLIS,DEL CESAR,DEL CESAR,20/400 GR
IBERIA,03-09-2025 19:31:18,Abarrotes,VIVE 100 AZAI 24/420ML,40.0,1525,VIVE,AZAI,,24/420ML
IBERIA,03-09-2025 16:53:25,Abarrotes,BC SUPERMOIST MILK CHOC CAKE 15.25 OZ RE,195.0,140,SUPERMOIST MILK CHOC CAKE,,BC,15.25 OZ
IBERIA,03-09-2025 18:57:32,Abarrotes,RED ROCK MERENROCK 450 ML,21.0,1274,MERENROCK,,RED ROCK,450 ML
IBERIA,03-09-2025 17:16:03,Abarrotes,DEL CESAR PENNE/RIG INTEGRAL 20/400GR,48.0,329,Penne/Rigatoni Integral,"No se proporcionan detalles específicos sobre el producto, solo que es penne/rigatoni integral.",DEL CESAR,400 gr
IBERIA,03-09-2025 19:31:18,Abarrotes,VIVE 100 BEBIDA ENERGIZANTE 300 ML,40.0,1526,VIVE,BEBIDA ENERGIZANTE,VIVE,300 ML
IBERIA,03-09-2025 16:53:25,Abarrotes,BC SUPERMOIST RED VELVET CAKE 15.25 OZ,195.0,141,SUPERMOIST RED VELVET CAKE,,BC,15.25 OZ
IBERIA,03-09-2025 17:16:03,Abarrotes,DEL CESAR SPAGUETTI 400 GRS,40.0,330,SPAGUETTI,,DEL CESAR,400 GRs
IBERIA,03-09-2025 18:57:32,Abarrotes,RED ROCK MERENROCK REFRESCO 2 L,65.0,1275,MERENROCK REFRESCO,,RED ROCK,2 L
IBERIA,03-09-2025 19:31:18,Abarrotes,VIVE 100 BEBIDA ENERGIZANTE CH FRESA 420,40.0,1527,VIVE 100,"BEBIDA ENERGIZANTE, SABOR FRESA",VIVE,420 ml
IBERIA,03-09-2025 18:57:32,Abarrotes,RED ROCK UVA 12/450 ML,19.0,1276,UVA,,RED ROCK,12/450 ML
IBERIA,03-09-2025 16:53:25,Abarrotes,BERENJENA LB,30.0,142,BERENJENA,,,LB
IBERIA,03-09-2025 16:53:25,Abarrotes,BEST VALUE MAIZ EN GRANO 15OZ.,65.0,143,MAIZ EN GRANO,,BEST VALUE,15oz
IBERIA,03-09-2025 17:16:03,Abarrotes,DEL MONTE NECTAR MANZANA 1LT,75.0,331,Nectárs de manzana,,DEL MONTE,1Lt
IBERIA,03-09-2025 17:16:03,Abarrotes,DEL MONTE NECTAR MELOCOTON 1LT,75.0,332,Nectárea de Melocotón,Líquido concentrado de nectar de melocotón,DEL MONTE,1Lt
IBERIA,03-09-2025 19:31:18,Abarrotes,VIVE 100 BEBIDA ENERGIZANTE MANZANA MIX,50.0,1528,VIVE 100 BEBIDA ENERGIZANTE,MANZANA MIX,VIVE,
IBERIA,03-09-2025 18:57:32,Abarrotes,RED ROCK UVA REFRESCO 2 L,70.0,1277,UVA REFRESCO,,RED ROCK,2 L
IBERIA,03-09-2025 19:31:18,Abarrotes,VIVE 100 BEBIDA ENERGIZANTE ORIGINAL 420,50.0,1529,VIVE,BEBIDA ENERGIZANTE ORIGINAL,VIVE,420+ml
IBERIA,03-09-2025 17:16:03,Abarrotes,DEL MONTE NECTAR PERA 1LT,75.0,333,Nectar Pera,,DEL MONTE,1Lt
IBERIA,03-09-2025 16:53:25,Abarrotes,BIO TORTITAS DE ARROZ INTEGRAL 130 GR,145.0,144,TORTITAS DE ARROZ INTEGRAL,BIO,,130 GR
IBERIA,03-09-2025 18:57:32,Abarrotes,REFISAL SAL ULTRA REFINADA 750 GR,75.0,1278,SAL ULTRA REFINADA,,REFISAL,750 GR
IBERIA,03-09-2025 19:31:18,Abarrotes,VIVE 100 CHERRY FRESA 300ML,40.0,1530,VIVE,CHERRY FRESA,VIVE,300ml
IBERIA,03-09-2025 16:53:25,Abarrotes,BISONO ARROZ SUPER SELECTO 10 LBS,435.0,145,ARROZ SUPER SELECTO,,BISONO,10 LBS
IBERIA,03-09-2025 18:57:32,Abarrotes,REMOLACHA CRUDA LB,26.0,1279,REMOLACHA,CRUDA,,LB
IBERIA,03-09-2025 17:16:03,Abarrotes,DEL MONTE NECTAR PINA 12/1000,75.0,334,Nectar Pina,,DEL MONTE,12/1000
IBERIA,03-09-2025 16:53:25,Abarrotes,BLANQUITA HARINA DE TRIGO 2 LB.,85.0,146,Blanquita,Harina de trigo,Blanquita,2 lb
IBERIA,03-09-2025 17:16:03,Abarrotes,DEL MONTE NECTAR SIX PACK 200 ML,115.0,335,NECTAR,Six pack,DEL MONTE,200 ml
IBERIA,03-09-2025 19:31:18,Abarrotes,VIVE 100 ME MORINGA 1X24X420G,45.0,1531,Moringa,,VIVE,420g
IBERIA,03-09-2025 19:31:18,Abarrotes,WELCH JUGO DE UVA 46 OZ,395.0,1532,Jugo de uva,,Welch,46 oz
IBERIA,03-09-2025 16:53:25,Abarrotes,BLANQUITA HARINA DE TRIGO 5 LB,205.0,147,Blanquita,Harina de trigo,Blanquita,5 lb
IBERIA,03-09-2025 18:57:32,Abarrotes,REPOLLO VERDE,75.0,1280,REPOLLO VERDE,,,
IBERIA,03-09-2025 17:16:03,Abarrotes,DELEITE ACEITE MANICERO 64 OZ,335.0,336,ACEITE MANICERO,,DELEITE,64 OZ
IBERIA,03-09-2025 18:57:32,Abarrotes,RICA AGUA DE COCO 330 ML,70.0,1281,AGUA DE COCO,,RICA,330 ML
IBERIA,03-09-2025 16:53:25,Abarrotes,BLANQUITA HARINA INTEGRAL 2 LB,125.0,148,Blanquita,Harina Integral,Blanquita,2 LB
IBERIA,03-09-2025 17:16:03,Abarrotes,DESINFECTANTE PINO DE PRIMERA 1 GALON,195.0,337,DESINFECTANTE PINO,DE PRIMERA,,1 GALON
IBERIA,03-09-2025 19:31:18,Abarrotes,WELCHS 100% JUGO DE UVA 8/64OZ,440.0,1533,Jugo de uva,"100% jugo, envasado individualmente",WELCHS,8 x 64oz
IBERIA,03-09-2025 18:57:32,Abarrotes,RICA CHOCO 200 ML UTH 232,33.0,1282,CHOCO,,RICA,200 ML
IBERIA,03-09-2025 16:53:25,Abarrotes,BOLSA D/LECHE ANCHOR 300G,205.0,149,BOLSA D/LECHE,Anchor,Anchor,300g
IBERIA,03-09-2025 19:31:18,Abarrotes,WHISKY BUCHANANS DELUXE 12 ANOS 75 CL,2550.0,1534,Buchanans Deluxe,Whisky de 12 años,Buchanans,75 cl
IBERIA,03-09-2025 17:16:03,Abarrotes,DETERGENTE FAB CON SUAVIZANTE L 1700 GR,315.0,338,DETERGENTE FAB,CON SUAVIZANTES,FAB,1700 GR
IBERIA,03-09-2025 18:57:32,Abarrotes,RICA CREMA DE LECHE UHT 330ML #5048,125.0,1283,CREMA DE LECHE,UHT,RICA,330ml
IBERIA,03-09-2025 19:31:18,Abarrotes,WHISKY JOHNNIE WALKER DOUBLE BLACK 75 CL,3150.0,1535,JOHNNIE WALKER DOUBLE BLACK,,JOHNNIE WALKER,75 CL
IBERIA,03-09-2025 16:53:25,Abarrotes,BOLSA DE LECHE ANCHOR 1600G,1050.0,150,Leche,Bolsa de 1600g,Anchor,1600g
IBERIA,03-09-2025 17:16:03,Abarrotes,DETERGENTE FAB HIGIENE 850G,210.0,339,DETERGENTE FAB,HIGIENE,FAB,850g
IBERIA,03-09-2025 18:57:32,Abarrotes,RICA EXTRACTO DE MALTA 350 ML,40.0,1284,EXTRACTO DE MALTA,,RICA,350 ML
IBERIA,03-09-2025 16:53:25,Abarrotes,BROCOLI LB,45.0,151,BROCOLI,,,LB
IBERIA,03-09-2025 17:16:03,Abarrotes,DEWAR’S WHISKY WHITE LABEL 75 CL,890.0,340,DEWAR’S WHISKY,,DEWAR’S,75 CL
IBERIA,03-09-2025 18:57:32,Abarrotes,RICA JUGO FRUIT PUNCH 1/2 GL,145.0,1285,JUGO FRUIT PUNCH,,RICA,1/2 GL
IBERIA,03-09-2025 19:31:18,Abarrotes,YOGURT RICA FRESA 250G,41.0,1536,YOGURT RICA,,Rica,250g
IBERIA,03-09-2025 17:16:03,Abarrotes,DIJON ROLAND MOSTAZA C/VINO / 12.30Z,420.0,341,MOSTAZA,Dijon con vino,Roland,12.30 oz
IBERIA,03-09-2025 19:31:18,Abarrotes,YOGURT RICA VAINILLA 250G,41.0,1537,YOGURT RICA,,RICA,250g
IBERIA,03-09-2025 18:57:32,Abarrotes,RICA JUGO NARANJA 1/2 GALON,170.0,1286,JUGO NARANJA,,RICA,1/2 GALON
IBERIA,03-09-2025 16:53:25,Abarrotes,BRUNSWICK ATUN EN ACEITE DESMENUZADOS 48,70.0,152,ATUN EN ACEITE DESMENUZADOS,,BRUNSWICK,48
IBERIA,03-09-2025 19:31:18,Abarrotes,YOGURT YOKA 32 ONZ NATURAL 0%,150.0,1538,YOGURT,NATURAL 0%,YOKA,32 ONZ
IBERIA,03-09-2025 17:16:03,Abarrotes,DIJON ROLAND MOSTAZA STRONG 12/13 ONZ,420.0,342,MOSTAZA STRONG,,ROLAND,12/13 ONZ
IBERIA,03-09-2025 18:57:32,Abarrotes,RICA JUGO NARANJA 100% S/A 1.5 LT,185.0,1287,JUGO NARANJA,100%,RICA,1.5 LT
IBERIA,03-09-2025 16:53:25,Abarrotes,BRUNSWICK ATUN EN AGUA DESMENUZADO,70.0,153,ATUN EN AGUA DESMENUZADO,,BRUNSWICK,
IBERIA,03-09-2025 19:31:18,Abarrotes,Yogurt Yopli Variado 6 Pack,175.0,1539,Yogurt Yopli,Variado,Yopli,6 Pack
IBERIA,03-09-2025 16:53:25,Abarrotes,BRUNSWICK ATUN EN TROZOS ACEITE 142G,100.0,154,ATUN EN TROZOS,ACEITE,BRUNSWICK,142g
IBERIA,03-09-2025 17:16:03,Abarrotes,DIMAR SARDINAS EN TOMATE TALL 105925,85.0,343,SARDINAS EN TOMATE,TALL,DIMAR,105925
IBERIA,03-09-2025 18:57:32,Abarrotes,RICA LECHE DESCREMADA PET 1LT.# 455,85.0,1288,Leche Descremada,Envasado en botella de plástico (PET),RICA,1Lt
IBERIA,03-09-2025 19:31:18,Abarrotes,YOKA BEBIBLE FRESA/GUINEO 32 OZ,150.0,1540,YOKA BEBIBLE,FRESA/GUINEO,YOKA,32 OZ
IBERIA,03-09-2025 17:16:03,Abarrotes,DINO SANDWICH CHOCOLATE 10 UDS,145.0,344,SANDWICH CHOCOLATE,,DINO,10 UDS
IBERIA,03-09-2025 16:53:25,Abarrotes,BRUNSWICK ATUN EN TROZOS AGUA 142G.,100.0,155,ATUN EN TROZOS,AGUA,BRUNSWICK,142G
IBERIA,03-09-2025 18:57:32,Abarrotes,RICA LECHE SEMI DESCREMADA PET 1LT. # 45,85.0,1289,Lecche semi descremada,,RICA,1Lt
IBERIA,03-09-2025 19:31:18,Abarrotes,YOKA SIN LACTOSA NATURAL 32 OZ,165.0,1541,YOKA SIN LACTOSA,NATURAL,YOKA,32 OZ
IBERIA,03-09-2025 17:16:03,Abarrotes,DOMINO BASICO PAPEL 4 ROLLOS,95.0,345,DOMINO BASICO,PAPEL,,4 ROLLOS
IBERIA,03-09-2025 16:53:25,Abarrotes,BUMBLE BEE CHUNK LIGHT EN ACEITE 86 48/5,105.0,156,CHUNK LIGHT,En aceite,BUMBLE BEE,86 48/5
IBERIA,03-09-2025 18:57:32,Abarrotes,RICA YOGURT FRESA 980G,130.0,1290,YOGURT FRESA,,RICA,980g
IBERIA,03-09-2025 19:31:18,Abarrotes,YOKA YOGURT CIRUELA PASA 32 OZ,140.0,1542,YOKA YOGURT,CIRUELA PASA,YOKA,32 OZ
IBERIA,03-09-2025 16:53:25,Abarrotes,BUMBLE BEE TUNA ACEITE DESMENUZADO 142G,65.0,157,TUNA,DESMENUZADO,BUMBLE BEE,142g
IBERIA,03-09-2025 17:16:03,Abarrotes,DOMINO GOLD PAPEL HIGIENICO 4 UD,145.0,346,DOMINO GOLD PAPEL HIGIENICO,,DOMINO GOLD,4 UD
IBERIA,03-09-2025 18:57:32,Abarrotes,RICA YOGURT NATURAL 250 GR,42.0,1291,YOGURT NATURAL,,RICA,250 GR
IBERIA,03-09-2025 16:53:25,Abarrotes,BUMBLE BEE TUNA EN AGUA TROZOS 5 OZ,105.0,158,TUNA,EN AGUA TROZOS,BUMBLE BEE,5 OZ
IBERIA,03-09-2025 18:57:32,Abarrotes,RICA YOGURT NATURAL 980G,130.0,1292,YOGURT NATURAL,,RICA,980g
IBERIA,03-09-2025 19:31:18,Abarrotes,YOKA YOGURT PINA COLADA 32 OZ,150.0,1543,YOKA YOGURT PINA COLADA,yogur con sabor a piña colada,YOKA,32 oz
IBERIA,03-09-2025 17:16:03,Abarrotes,DOMINO PAPEL FRAGANCIA ACTIVA 4 UD,95.0,347,DOMINO PAPEL FRAGANCIA ACTIVA,,Domino,4 UD
IBERIA,03-09-2025 18:57:32,Abarrotes,RICAMESA MARGARINA 5 LBS,380.0,1293,Margarina,,RICAMESA,5 lbs
IBERIA,03-09-2025 17:16:03,Abarrotes,DOMINO PAPEL HIGIENICO GRANDE 12 ROLLOS,200.0,348,PAPEL HIGIENICO,GRANDE,DOMINO,12 ROLLOS
IBERIA,03-09-2025 19:31:18,Abarrotes,YOKA YOGURT SMOOTHIE FRESA 32 OZ,150.0,1544,YOKA YOGURT SMOOTHIE,FRESA,YOKA,32 OZ
IBERIA,03-09-2025 16:53:25,Abarrotes,CAFE BUSTELO REGULAR LATA 24/10 OZ,790.0,159,Cafe Bustelo Regular,Lata,Bustelo,24/10 oz
IBERIA,03-09-2025 18:57:32,Abarrotes,RICAMESA MARGARINA 1 LBS.,80.0,1294,Margarina,,RICAMESA,1 LB
IBERIA,03-09-2025 19:31:18,Abarrotes,YOKA YOGURT SMOOTHIE VAINILLA 8 OZ,42.0,1545,YOKA YOGURT SMOOTHIE,VAINILLA,YOKA,8 OZ
IBERIA,03-09-2025 17:16:03,Abarrotes,DOMINO PAPEL HIGIENICO SUPER ROLLO 12 ROLLOS,315.0,349,PAPEL HIGIENICO SUPER ROLLO,,DOMINO,12 ROLLOS
IBERIA,03-09-2025 16:53:25,Abarrotes,CAFE CLASICO SANTO DOMINGO 10 CAP,320.0,160,CAFE CLASICO,SANTO DOMINGO,No especificada en la descripción proporcionada,10 CAP
IBERIA,03-09-2025 19:31:18,Abarrotes,YOKA YOGURT VAINILLA 32 OZ,150.0,1546,YOKA YOGURT,VAINILLA,YOKA,32 OZ
IBERIA,03-09-2025 17:16:03,Abarrotes,DOMINO PAPEL SUPER ROLLO FRAG. 4 UD,120.0,350,DOMINO PAPEL SUPER ROLLO,FRAG. 4 UD,DOMINO,4 UD
IBERIA,03-09-2025 18:57:32,Abarrotes,RICAMESA MARGARINA 1/2 LBS.,55.0,1295,Margarina,,RICAMESA,1/2 LB
IBERIA,03-09-2025 16:53:25,Abarrotes,CAFE GOURMET INDUBAN TOSTADO EN GRANO 1,450.0,161,CAFE GOURMET INDUBAN,Tostado en grano,Induban,1
IBERIA,03-09-2025 19:31:18,Abarrotes,YUCA LB,37.0,1547,Yuca,,,1 lb
IBERIA,03-09-2025 17:16:03,Abarrotes,DOMINO SERVILLETAS 500 UD,145.0,351,SERVILLETAS,,DOMINO,500 UD
IBERIA,03-09-2025 16:53:25,Abarrotes,CAFE INDUBAN GOURMET LATA MOLIDO/283 G (,340.0,162,Cafe Induban Gourmet,Molido,Induban,283 g
IBERIA,03-09-2025 18:57:32,Abarrotes,RICOMPLETO SAZON EN POLVO 200GR,75.0,1296,Ricompleto,Sazon en polvo,"No especificada en el texto, podría ser Ricompleto si es la marca",200gr
IBERIA,03-09-2025 17:16:03,Abarrotes,DON COCO RALLADO 250GR,190.0,352,Rallado,,DON COCO,250GR
IBERIA,03-09-2025 19:31:18,Abarrotes,ZANAHORIA CRIOLLA LB,23.0,1548,ZANAHORIA CRIOLLA,,,LB
IBERIA,03-09-2025 16:53:25,Abarrotes,CAFE INTENSO SANTO DOMINGO 10 CAP,310.0,163,CAFE INTENSO SANTO DOMINGO,,,10 CAP
